102,1840,0,1,16
103,2786,4,0,16
104,3942,0,4,17
105,1234,1,2,17
106,5231,0,2,17
107,7359,1,1,17
108,2085,1,0,17
109,6319,1,1,17
110,5381,1,0,17
111,5109,0,1,17
112,1849,0,2,17
113,6185,0,0,17
114,3215,0,2,18
115,8327,1,1,18
116,4132,0,3,18
117,0786,0,0,18
118,2310,2,0,18
119,1052,0,1,18
120,2394,4,0,18
121,4865,0,1,19
122,7365,1,0,19
123,0192,1,1,19
124,1329,1,2,19
125,5680,0,0,19
126,6590,1,0,19
127,6930,0,2,19
128,9025,0,2,19
129,5074,1,0,19
130,0312,0,1,20
131,6473,0,2,20
132,1560,0,2,20
133,5964,0,2,20
134,7480,1,1,20
135,6520,0,1,20
136,1378,0,2,20
137,0752,0,2,20
138,9806,0,0,20
139,3025,1,0,20
140,4807,0,2,21
141,7028,1,0,21
142,3871,0,2,21
143,7145,4,0,21
144,4508,0,2,22
145,1604,0,2,22
146,8129,1,0,22
147,5476,0,3,22
148,4973,0,2,22
149,3810,0,1,22
150,2593,0,1,22
151,7389,1,0,22
152,3250,0,1,22
153,9573,0,2,22
154,5617,0,1,23
155,8097,0,3,23
156,9260,1,0,23
157,2138,0,2,24
158,6193,1,1,24
159,3814,1,1,24
160,8402,0,1,24
161,7021,0,1,24
162,9873,4,0,24
163,6291,0,1,25
164,1764,0,1,25
165,9732,1,2,25
166,3647,0,2,25
167,6594,0,1,26
168,5487,0,1,26
169,7142,0,2,26
170,4016,0,2,26
171,4691,0,2,26
172,3896,0,1,26
173,9425,0,1,26
174,9814,0,2,26
175,1970,4,0,26
176,1605,2,0,27
177,1687,4,0,28
178,4957,1,1,29
179,3206,0,1,29
180,0831,0,1,29
181,6154,3,0,30
182,7128,1,1,30
183,8932,0,1,30
184,9842,0,2,30
185,1897,0,1,30
186,0863,0,0,30
187,0341,0,2,30
188,5049,0,2,30
189,1867,0,1,30
190,2154,4,0,30
191,9502,0,0,31
192,4109,1,1,31
193,6597,0,1,31
194,4781,4,0,31
195,2934,0,2,32
196,2483,0,2,32
197,6207,0,1,32
198,5087,0,2,32
199,9782,1,2,32
200,9163,0,2,32
201,3798,4,0,32
202,7128,1,1,33
203,5079,0,2,33
204,6109,2,0,34
205,2169,0,1,34
206,6405,4,0,34
207,5976,0,2,35
208,9412,1,0,35
209,2813,0,0,35
210,7084,0,2,35
211,2901,0,2,36
212,1204,0,1,36
213,5826,0,1,36
214,9513,4,0,36
215,8974,0,1,37
216,8936,0,2,37
217,7189,0,2,37
218,7216,1,0,37
219,4063,1,0,37
220,0341,0,2,37
221,9785,1,1,37
222,4960,0,2,38
223,9584,0,1,38
224,4125,0,2,38
225,7592,1,0,38
226,8216,0,1,38
227,7520,0,2,38
228,9385,0,1,38
229,3042,4,0,38
230,2135,0,3,39
231,6521,4,0,39
232,3648,0,1,40
233,1684,0,2,40
234,0497,0,1,41
235,6153,0,2,41
236,7029,0,1,41
237,8569,0,1,41
238,8364,0,2,41
239,2648,2,1,41
240,1078,1,0,41
241,9145,1,1,41
242,0576,0,1,41
243,4367,0,2,41
244,0318,0,1,42
245,9820,0,1,42
246,0467,0,2,42
247,3518,0,1,43
248,6495,0,2,43
249,1027,1,1,43
250,7261,0,3,43
251,0764,0,2,43
252,6405,0,2,43
253,1642,4,0,43
254,7328,0,3,44
255,0851,0,2,44
256,1360,0,1,44
257,0579,1,1,44
258,7239,0,2,44
259,5802,1,2,44
260,8072,4,0,44
261,0274,0,1,45
262,9510,0,2,45
263,1780,1,0,45
264,9835,2,1,46
265,3496,0,2,46
266,2369,1,1,46
267,5280,0,2,46
268,2130,1,1,46
269,8215,0,1,47
270,1798,0,2,47
271,7805,1,1,48
272,0762,1,0,48
273,0839,4,0,48
274,6932,0,0,49
275,9473,0,2,49
276,9312,0,0,49
277,8654,0,2,49
278,1346,1,0,49
279,3806,0,1,49
280,4507,0,4,49
281,8253,0,1,49
282,6504,0,3,49
283,1602,0,1,49
284,5097,0,3,50
285,0942,2,0,51
286,2371,0,1,51
287,7918,0,1,51
288,9750,1,2,51
289,6917,0,1,51
290,0745,4,0,51
291,5174,0,1,52
292,1823,4,0,52
293,7621,0,1,53
294,8723,1,1,53
295,1536,0,2,53
296,7598,0,1,53
297,4321,0,2,53
298,2715,1,1,53
299,6253,2,1,53
300,3081,1,1,53
301,7915,0,1,53
302,1897,0,0,53
303,0964,0,1,54
304,1308,0,2,54
305,5032,1,3,55
306,2963,2,0,55
307,4793,1,0,55
308,9547,0,1,55
309,8942,0,1,55
310,8709,0,1,55
311,1560,0,2,55
312,6209,0,2,55
313,6948,0,0,55
314,9316,0,2,56
315,7102,0,1,56
316,9108,0,2,56
317,9506,1,1,56
318,2973,0,1,56
319,1594,4,0,56
320,8507,1,0,57
321,1592,3,0,57
322,1527,2,0,57
323,1470,1,1,57
324,2975,0,2,57
325,4312,0,2,57
326,7198,1,1,57
327,5068,0,1,58
328,1680,1,0,58
329,5936,0,2,58
330,2694,2,0,58
331,2893,1,0,58
332,3489,0,2,58
333,5138,0,2,58
334,7351,0,2,58
335,9758,0,2,58
336,8761,0,1,58
337,0413,0,2,59
338,7248,1,1,59
339,3158,1,0,59
340,0512,0,1,59
341,5148,2,0,59
342,6147,4,0,59
343,1356,0,2,60
344,0897,1,0,60
345,7986,0,2,60
346,7392,0,1,60
347,0456,0,2,60
348,4805,0,1,60
349,2198,1,0,60
350,2597,1,0,61
351,6547,3,0,61
352,1568,0,2,61
353,6728,1,1,61
354,2436,0,2,61
355,2150,1,0,61
356,4732,0,2,61
357,0951,0,1,61
358,5097,1,0,61
359,9127,2,0,61
360,6123,0,2,62
361,5201,0,2,62
362,8531,0,2,62
363,8170,0,1,62
364,4235,0,2,62
365,8954,1,1,63
366,7916,0,1,63
367,1390,0,0,63
368,3915,0,1,63
369,7405,0,1,63
370,8930,0,1,63
371,6815,0,3,63
372,1784,0,1,63
373,7315,0,1,63
374,2658,4,0,63
375,8196,0,2,64
376,2146,0,3,64
377,6217,2,0,64
378,5120,0,2,64
379,1286,1,2,65
380,0156,0,1,65
381,6910,1,0,66
382,4863,1,1,66
383,2401,0,3,66
384,4218,4,0,66
385,8402,0,1,67
386,7051,0,2,67
387,4125,1,1,67
388,1267,0,2,67
389,2976,2,0,67
390,3724,0,2,67
391,7950,0,2,67
392,4576,4,0,67
393,7065,0,0,68
394,4356,0,2,68
395,5960,0,1,68
396,2806,0,0,68
397,1926,0,2,68
398,8915,0,2,68
399,8549,0,2,68
400,1537,1,1,68
401,2075,0,0,68
402,6241,1,1,68
403,3812,0,2,69
404,0321,1,1,69
405,6815,0,1,69
406,8490,1,1,69
407,0796,0,1,69
408,6478,1,0,69
409,5671,1,0,69
410,6807,0,0,69
411,4067,0,1,69
412,4570,0,1,70
413,0172,0,2,70
414,2314,0,1,70
415,4108,0,0,70
416,9123,1,1,70
417,2864,0,2,70
418,7618,0,2,70
419,4135,0,0,70
420,5340,0,0,71
421,6729,4,0,71
422,7054,3,0,72
423,6481,0,2,72
424,0258,0,1,72
425,0186,0,2,73
426,9071,1,2,73
427,4807,0,3,73
428,9501,0,2,73
429,8734,1,1,73
430,6245,0,1,73
431,4697,0,2,73
432,8950,0,1,73
433,9264,1,0,73
434,4359,0,1,73
435,8751,0,2,74
436,2107,0,3,74
437,4329,0,1,74
438,5198,1,1,75
439,0153,4,0,75
440,7026,0,1,76
441,2356,1,1,76
442,8074,0,1,77
443,0836,1,1,77
444,3670,0,2,77
445,3190,1,2,77
446,3569,0,2,77
447,7384,0,1,77
448,5279,0,1,77
449,5031,0,4,77
450,5792,0,1,77
451,3568,0,1,78
452,6734,0,2,78
453,0643,1,1,78
454,2957,1,1,78
455,5174,1,0,78
456,8415,0,0,78
457,2073,4,0,78
458,8695,0,0,79
459,0176,1,1,79
460,4836,0,1,79
461,1624,0,1,79
462,2340,1,2,79
463,3159,0,1,79
464,7908,0,2,79
465,3920,0,3,79
466,6149,0,0,79
467,2493,2,0,79
468,0491,0,1,80
469,3045,1,1,80
470,3108,0,2,80
471,2461,1,0,80
472,9201,0,2,80
473,3472,1,2,80
474,2410,1,1,80
475,4819,0,0,80
476,1029,1,1,80
477,5160,0,1,80
478,0425,0,2,81
479,7056,1,1,81
480,2759,4,0,82
481,6973,0,2,83
482,4719,4,0,84
483,4023,0,2,85
484,0851,2,0,85
485,7062,1,1,85
486,5169,1,0,85
487,3798,0,1,86
488,8452,0,2,86
489,1860,0,1,86
490,4710,0,1,86
491,6207,1,0,86
492,5869,1,0,87
493,6581,1,1,87
494,4530,1,1,87
495,8391,1,1,87
496,5796,1,0,87
497,9643,0,1,87
498,2078,0,1,87
499,7612,0,2,87
500,7581,1,1,87
501,5231,4,0,87
502,6842,0,1,88
503,1384,0,2,88
504,0723,0,2,88
505,4107,0,1,88
506,3971,1,1,88
507,8274,1,0,88
508,9310,0,3,89
509,3967,1,0,89
510,8214,0,2,89
511,9184,1,1,89
512,2970,0,1,90
513,1067,1,1,90
514,6184,1,1,90
515,9013,1,2,90
516,1960,0,2,90
517,3081,4,0,90
518,2160,0,2,91
519,5034,1,1,91
520,2157,0,1,91
521,0367,0,2,91
522,4306,0,2,91
523,7064,1,0,91
524,6785,1,0,91
525,8456,0,1,91
526,0867,0,2,91
527,4873,0,2,91
528,4973,1,1,92
529,2586,1,1,92
530,5648,1,2,92
531,8256,0,2,92
532,7642,0,1,92
533,1027,0,0,92
534,5483,4,0,92
535,2410,1,0,93
536,1428,1,1,93
537,6385,0,2,94
538,0348,0,2,94
539,6742,0,1,94
540,1452,1,1,94
541,8094,0,2,94
542,4536,0,1,94
543,6024,0,2,94
544,0218,0,3,94
545,3297,0,1,94
546,9435,0,1,95
547,3104,0,1,95
548,8765,0,2,95
549,0572,0,3,95
550,6947,0,0,95
551,3601,0,1,95
552,9463,0,0,95
553,8259,1,2,95
554,5097,0,2,95
555,2850,4,0,95
556,9328,1,0,96
557,7158,4,0,96
558,5724,0,2,97
559,1508,1,2,97
560,4152,2,0,97
561,5630,0,1,97
562,5143,1,1,98
563,3478,0,2,99
564,5016,0,1,99
565,1953,1,1,99
566,3150,1,1,100
567,6804,0,1,100
568,8352,4,0,100
569,2301,1,1,101
570,9108,0,1,101
571,2971,0,1,101
572,8304,2,0,101
573,9203,0,2,101
574,8475,1,1,101
575,7051,1,1,102
576,7215,1,1,102
577,2349,0,2,102
578,2673,0,2,102
579,3578,0,1,102
580,3150,1,0,102
581,7896,1,0,102
582,0598,0,2,103
583,2876,0,1,103
584,4752,0,2,103
585,2153,0,2,103
586,8492,1,1,104
587,1547,0,1,104
588,2940,0,2,105
589,6401,0,1,105
590,1735,0,1,105
591,7285,2,1,105
592,0349,0,1,105
593,0943,0,1,105
594,9206,0,2,105
595,7082,4,0,105
596,3941,0,0,106
597,5869,1,2,106
598,7823,0,2,106
599,7506,0,3,106
600,5687,4,0,107
